UEI,Start_Date,End_Date,Duration(Days),Main Cause,Location,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source
UEI-IMD-FL-2014-0080,3/5/2014,9/5/2014,184,Heavy rains,"Alappuzha, Ernakulam, Kozhikode, Malappuram  Thrissur, Thiruvananthapuram and Wayanad",KERALA,NA,NA,NA,NA,10,13,NA,NA,"2 person drown, 2 persons died as a tree fell on him and 3 others injured in Thiruvananthapuram. 2 persons drowned in Kozhikode, other in Malappuram as a branch of a tree fell over her and  10 others injured. 2 persons died and other injured due to tree fell on them in Wayanad. 2 persons died and other injured due to tree fell on them in Wayanad.","Thiruvananthapuram: Varkala town: i) Damage to crops reported. ii) Many electric cable lines and about 15 electric posts damaged. Low tension wires broke causing disruption in power supply.  iii) About 70 houses and few structures damaged. Attingal: i) About 32 houses damaged partially. ii) Tapioca, banana, rubber and other crops damaged. iii) About 7.20 lakhs worth rupees damage reported. iv) 11 KV lines broke causing disruption in power supply. Pallichal village:More than 2 lakhs banana plantations damaged. Malayankeezhu village: i) Acres of banana, tapioca, other crops damaged. ii) Loss worth lakhs rupees reported. iii) Several trees uprooted and roofs of many houses blown away Parashala town: 11 KV line with 4 Electric posts uprooted causing disruption in power supply Sreekaryam & Malayankeezhu: i) Low lying areas flooded. ii) Roof tops of several houses blown away. iii) 2 houses damaged completely Wayanad: Kalpetta, Mananthavady & Sulthan Bathery  towns: i) Extensive damage to about  500  hectares of crops reported.  ii) Extensive damage to banana, tapioca, arecanut plantations reported. iii) More than 5,000 ripe banana crops damaged causing about 6.5 lakhs damage reported. iv) About 10,000 banana plantations uprooted. v) Several houses completely and partially damaged. vi) Damage to a transformer reported due to a huge tree fell on it disrupting 11 KV lines at many places. vii)Roofs of many houses blown away. viii)Several trees uprooted causing traffic  disruption.  Malappuram: About 620 acres of paddy fields sumerged Alappuzha: About 800 acres of agricultural land submerged and crops damaged in. ",IMD
UEI-IMD-FL-2014-0081,6/6/2014,6/6/2014,0,Heavy rains,Wayanad,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About 2000 banana plantations uprooted,IMD
UEI-IMD-FL-2014-0082,12/6/2014,6/14/2014,Diffing the dates,Heavy rains,Thiruvananthapuram ,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to 12 houses reported. ii) People shifted to relief camps,IMD
UEI-IMD-FL-2014-0083,6/21/2014,6/21/2014,0,Heavy rains,Idukki,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Landslide damaged the iron bridge on national highway. ii) Low lying areas and few houses inundated. ,IMD
UEI-IMD-FL-2014-0084,12/7/2014,7/15/2014,Diffing the dates,Heavy rains,"Kannur, Kasaragod, Kozhikode, Malappuram and Wayanad.",KERALA,NA,NA,NA,NA,11,2,NA,NA,NA,NA,IMD
UEI-IMD-FL-2014-0085,1/8/2014,3/8/2014,59,Heavy rains,"Alappuzha, Kannur, Kasaragod, Kozhikode, Kottayam, Malappuram,   Palakkad, Pathanamthitta,  Thrissur Thiruvananthapuram  and Wayanad",KERALA,NA,NA,NA,NA,24,8,NA,NA,NA,NA,IMD
UEI-IMD-FL-2014-0086,8/22/2014,8/24/2014,2,Heavy rains,"Kottayam, Pathanamthitta, Thiruvananthapuram  Wayanad ",KERALA,NA,NA,NA,NA,4,7,NA,NA,NA,NA,IMD
UEI-IMD-FL-2014-0087,1/9/2014,3/9/2014,59,Heavy rains,Thiruvananthapuram ,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to the crops reported. ii) Landslides reported. iii) Damage to few houses and some structures reported. iv)House- hold electric appliances damaged. v)About 50 families shifted to safer places. vi)One well caved in at Vengaranmood village. ,IMD
UEI-IMD-FL-2014-0088,9/26/2014,9/26/2014,0,Heavy rains,Thiruvananthapuram ,KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damage to banana, tapioca, vegetable crops reported.",IMD
UEI-DFO-FL-1985-0001,6/23/1985,6/27/1985,4,Heavy rain,NA,NA,14.5398,75.0937,1,254234.6,95,NA,25000,NA,NA,NA,DFO
UEI-DFO-FL-1985-0002,7/18/1985,7/30/1985,12,Heavy rain,NA,NA,32.8353,76.9103,1,117441.17,340,NA,20000,NA,NA,NA,DFO
UEI-DFO-FL-1985-0003,9/13/1985,10/15/1985,32,Heavy rain,NA,NA,26.4816,82.8434,2,89994.67,557,NA,152000,NA,NA,NA,DFO
UEI-DFO-FL-1985-0004,10/18/1985,10/20/1985,2,Tropical cyclone,NA,NA,21.1495,86.7154,2,46758.64,49,NA,150000,NA,NA,NA,DFO
UEI-DFO-FL-1986-0001,6/15/1986,8/20/1986,66,Monsoonal rain,NA,NA,25.6339,84.0726,1,507167.44,258,NA,3040000,NA,NA,NA,DFO
UEI-DFO-FL-1986-0002,8/15/1986,8/22/1986,7,Monsoonal rain,NA,NA,17.4331,80.187,1,107355.33,150,NA,3000000,NA,NA,NA,DFO
UEI-DFO-FL-1986-0003,9/22/1986,10/10/1986,18,Heavy rain,NA,NA,23.6547,89.4296,1,231516.28,49,NA,700000,NA,NA,NA,DFO
UEI-DFO-FL-1988-0001,5/23/1988,11/6/1988,167,Monsoonal rain,NA,NA,26.4813,92.0622,1,42285.99,76,NA,43000,NA,NA,NA,DFO
UEI-DFO-FL-1988-0002,6/21/1988,7/14/1988,23,Heavy rain,NA,NA,26.988,92.926,1,70501.83,34,NA,2000000,NA,NA,NA,DFO
UEI-DFO-FL-1988-0003,4/7/1988,8/8/1988,123,Monsoonal rain,NA,NA,28.886,80.7246,2,847737.26,233,NA,500000,NA,NA,NA,DFO
UEI-DFO-FL-1988-0004,7/14/1988,7/27/1988,13,Heavy rain,NA,NA,22.0189,71.1117,1,76352.55,97,NA,25000,NA,NA,NA,DFO
UEI-DFO-FL-1988-0005,7/31/1988,2/8/1988,Diffing the dates,Heavy rain,NA,NA,18.4311,80.713,1,94871.79,50,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1988-0006,8/23/1988,9/15/1988,23,Monsoonal rain,NA,NA,26.5037,86.5429,1,626872.46,876,NA,2000,NA,NA,NA,DFO
UEI-DFO-FL-1988-0007,9/21/1988,8/10/1988,Diffing the dates,Heavy rain,NA,NA,30.9339,75.0459,2,268528.55,731,NA,1250000,NA,NA,NA,DFO
UEI-DFO-FL-1988-0008,3/10/1988,4/10/1988,31,Heavy rain,NA,NA,19.1131,72.8962,1,605.213,23,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1989-0001,7/22/1989,7/31/1989,9,Monsoonal rain,NA,NA,15.1816,76.4736,1,905209.24,780,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1989-0002,5/7/1989,10/8/1989,154,Monsoonal rain,NA,NA,24.8678,92.8291,2,112816.35,31,NA,32000,NA,NA,NA,DFO
UEI-DFO-FL-1989-0003,3/9/1989,10/9/1989,214,Heavy rain,NA,NA,26.4375,80.8611,1,204979.38,7,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1990-0001,3/21/1990,3/22/1990,1,Torrential rain,NA,NA,33.8036,76.2592,1,90818.98,17,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1990-0002,10/5/1990,5/13/1990,Diffing the dates,Tropical cyclone,NA,NA,16.2843,80.6926,1,267344.4,430,NA,470000,NA,NA,NA,DFO
UEI-DFO-FL-1990-0003,6/13/1990,6/18/1990,5,Monsoonal rain,NA,NA,26.7553,92.7754,2,53045.31,21,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1990-0004,3/7/1990,7/24/1990,139,Monsoonal rain,NA,NA,26.7055,78.8703,1,1100663.3,425,NA,63517,NA,NA,NA,DFO
UEI-DFO-FL-1990-0005,8/13/1990,8/14/1990,1,Heavy rain,NA,NA,27.5435,80.6956,1,284926.61,17,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1990-0006,8/19/1990,8/25/1990,6,Monsoonal rain,NA,NA,22.4257,71.3244,1,186161.6,50,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1990-0007,10/17/1990,10/18/1990,1,Heavy rain,NA,NA,26.0747,92.817,1,93839.75,10,NA,6000,NA,NA,NA,DFO
UEI-DFO-FL-1990-0008,10/24/1990,10/28/1990,4,Monsoonal rain,NA,NA,11.3982,77.0504,1,13576.31,44,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1991-0001,7/5/1991,11/5/1991,123,Tropical cyclone,NA,NA,24.4696,92.4232,1,26042.82,13,NA,25000,NA,NA,NA,DFO
UEI-DFO-FL-1991-0002,10/6/1991,12/6/1991,61,Monsoonal rain,NA,NA,15.733,73.7324,2,491361.5,72,NA,300000,NA,NA,NA,DFO
UEI-DFO-FL-1991-0003,7/13/1991,7/19/1991,6,Monsoonal rain,NA,NA,26.6059,92.9592,1,55550.83,25,NA,400000,NA,NA,NA,DFO
UEI-DFO-FL-1991-0004,7/29/1991,7/31/1991,2,Monsoonal rain,NA,NA,20.9474,79.1574,1,47249.13,500,NA,6000,NA,NA,NA,DFO
UEI-DFO-FL-1991-0005,8/14/1991,8/18/1991,4,Heavy rain,NA,NA,20.2047,84.4178,1,151947.06,15,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1991-0006,8/15/1991,8/29/1991,14,Monsoonal rain,NA,NA,28.3671,81.0334,1,547679.02,88,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1991-0007,1/9/1991,9/14/1991,248,Monsoonal rain,NA,NA,24.707,85.7348,1,170873.64,0,NA,87500,NA,NA,NA,DFO
UEI-DFO-FL-1991-0008,9/14/1991,9/15/1991,1,Monsoonal rain,NA,NA,24.3395,87.8328,1,91960.65,21,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1991-0009,11/13/1991,11/18/1991,5,Heavy rain,NA,NA,14.0025,79.4752,1,599564.89,90,NA,85000,NA,NA,NA,DFO
UEI-DFO-FL-1992-0001,6/15/1992,7/23/1992,38,Monsoonal rain,NA,NA,16.5216,75.9695,1,752428.66,90,NA,8000,NA,NA,NA,DFO
UEI-DFO-FL-1992-0002,10/7/1992,7/20/1992,Diffing the dates,Heavy rain,NA,NA,26.9122,94.46,1,28221.72,0,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1992-0003,7/26/1992,7/8/1992,Diffing the dates,Monsoonal rain,NA,NA,20.5033,86.0449,1,44021.23,16,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1992-0004,1/8/1992,3/9/1992,61,Monsoonal rain,NA,NA,24.8678,80.7003,1,518125.28,40,NA,2000,NA,NA,NA,DFO
UEI-DFO-FL-1992-0005,12/9/1992,11/20/1992,Diffing the dates,Tropical cyclone,NA,NA,13.0242,78.8487,2,552562.43,263,NA,20000,NA,NA,NA,DFO
UEI-DFO-FL-1993-0001,4/6/1993,6/22/1993,77,Monsoonal rain,NA,NA,24.9382,92.0974,1,259045.68,238,NA,950000,NA,NA,NA,DFO
UEI-DFO-FL-1993-0002,8/7/1993,8/13/1993,6,Monsoonal rain,NA,NA,25.1622,89.7567,2,531506.66,3083,NA,9370926,NA,NA,NA,DFO
UEI-DFO-FL-1993-0003,9/9/1993,9/17/1993,8,Heavy rain,NA,NA,27.9917,78.9675,1,65928.48,232,NA,4590,NA,NA,NA,DFO
UEI-DFO-FL-1993-0004,11/10/1993,10/21/1993,Diffing the dates,Torrential rain,NA,NA,13.407,75.4042,1,40595.2,35,NA,40000,NA,NA,NA,DFO
UEI-DFO-FL-1993-0005,10/11/1993,11/14/1993,34,Heavy rain,NA,NA,11.054,77.5024,1,40501.37,95,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1993-0006,4/12/1993,12/15/1993,247,Tropical cyclone,NA,NA,12.5851,79.9572,1,7968.64,70,NA,45000,NA,NA,NA,DFO
UEI-DFO-FL-1994-0001,1/7/1994,7/24/1994,198,Monsoonal rain,NA,NA,20.6258,76.6191,1,1981837.41,617,NA,800000,NA,NA,NA,DFO
UEI-DFO-FL-1994-0002,3/7/1994,12/7/1994,275,Monsoonal rain,NA,NA,31.7869,77.252,1,52338.52,60,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1994-0003,4/8/1994,11/8/1994,214,Monsoonal rain,NA,NA,27.586,80.6237,1,292130.64,53,NA,3000,NA,NA,NA,DFO
UEI-DFO-FL-1994-0004,8/8/1994,10/8/1994,61,Torrential rain,NA,NA,31.7821,76.9177,1,16795.7,11,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1994-0005,8/20/1994,8/23/1994,3,Torrential rain,NA,NA,31.7668,77.27,1,14450.04,9,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1994-0006,8/26/1994,2/9/1994,Diffing the dates,Monsoonal rain,NA,NA,20.7866,79.2684,1,44159.25,26,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1994-0007,8/31/1994,5/9/1994,Diffing the dates,Monsoonal rain,NA,NA,31.5294,77.0555,1,5275.13,20,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1994-0008,2/9/1994,7/9/1994,150,Monsoonal rain,NA,NA,20.1358,84.4369,1,154649.2,0,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1994-0009,10/27/1994,10/31/1994,4,Tropical cyclone,NA,NA,10.7214,78.7248,1,89229.9,40,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1994-0010,10/30/1994,4/11/1994,Diffing the dates,Tropical cyclone,NA,NA,16.2498,80.0422,1,110657.58,230,NA,16000,NA,NA,NA,DFO
UEI-DFO-FL-1995-0001,2/6/1995,3/6/1995,28,Heavy rain,NA,NA,23.2582,92.8575,1,20147.72,40,NA,3200,NA,NA,NA,DFO
UEI-DFO-FL-1995-0002,6/20/1995,6/23/1995,3,Monsoonal rain,NA,NA,26.0363,92.8902,1,102906.11,17,NA,1000000,NA,NA,NA,DFO
UEI-DFO-FL-1995-0003,1/9/1995,9/20/1995,254,Monsoonal rain,NA,NA,28.2424,76.8263,1,762936.89,600,NA,2000000,NA,NA,NA,DFO
UEI-DFO-FL-1995-0004,5/9/1995,8/9/1995,92,Monsoonal rain,NA,NA,27.5887,88.4616,1,6520.57,35,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1995-0005,9/26/1995,2/10/1995,Diffing the dates,Monsoonal rain,NA,NA,22.4615,87.3749,1,308073.2,144,NA,510000,NA,NA,NA,DFO
UEI-DFO-FL-1995-0006,10/20/1995,10/23/1995,3,Tropical cyclone,NA,NA,16.4132,80.612,1,262803.2,94,NA,12000,NA,NA,NA,DFO
UEI-DFO-FL-1996-0001,10/6/1996,6/30/1996,Diffing the dates,Monsoonal rain,NA,NA,26.5766,73.762,1,328726.92,63,NA,20000,NA,NA,NA,DFO
UEI-DFO-FL-1996-0002,10/7/1996,7/24/1996,Diffing the dates,Monsoonal rain,NA,NA,27.4105,92.3599,1,128966.83,82,NA,3000000,NA,NA,NA,DFO
UEI-DFO-FL-1996-0003,7/17/1996,10/8/1996,83,Heavy rain,NA,NA,24.7685,85.6883,1,171939.46,74,NA,4000000,NA,NA,NA,DFO
UEI-DFO-FL-1996-0004,10/21/1996,10/25/1996,4,Heavy Rain,NA,NA,15.0341,78.7288,1,177527.02,326,NA,100000,NA,NA,NA,DFO
UEI-DFO-FL-1996-0005,6/11/1996,10/11/1996,122,Tropical Cyclone,NA,NA,17.0009,81.7657,2,21445.46,2500,NA,140000,NA,NA,NA,DFO
UEI-DFO-FL-1997-0001,1/8/1997,11/8/1997,304,Monsoonal rain,NA,NA,24.0572,86.2554,1,201818.75,24,NA,100000,NA,NA,NA,DFO
UEI-DFO-FL-1997-0002,8/8/1997,8/14/1997,6,Monsoonal rain,NA,NA,31.7905,77.3409,1,57530.65,200,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1997-0003,6/22/1997,8/26/1997,65,Monsoonal rain,NA,NA,22.4404,71.3091,1,183142.55,273,NA,20000,NA,NA,NA,DFO
UEI-DFO-FL-1997-0004,5/7/1997,7/22/1997,76,Monsoonal rain,NA,NA,9.49041,76.6811,1,233024.37,100,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1997-0005,5/7/1997,7/14/1997,68,Monsoonal rain,NA,NA,26.0909,92.9144,1,70603.06,97,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1997-0006,8/22/1997,8/26/1997,4,Monsoonal rain,NA,NA,33.9398,74.8298,1,40014.04,26,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1997-0007,8/19/1997,8/24/1997,5,Monsoonal rain,NA,NA,18.8234,75.4418,1,228334.99,50,NA,10000,NA,NA,NA,DFO
UEI-DFO-FL-1997-0008,9/19/1997,9/24/1997,5,Tropical cyclone,NA,NA,16.9874,82.1012,1,80644.64,32,NA,20000,NA,NA,NA,DFO
UEI-DFO-FL-1997-0009,4/12/1997,9/12/1997,153,Monsoonal rain,NA,NA,13.8493,78.9883,1,384888.4,6,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1998-0001,9/6/1998,11/6/1998,61,Extra-tropical cyclone,NA,NA,24.0181,68.8677,1,4931.72,1126,NA,15000,NA,NA,NA,DFO
UEI-DFO-FL-1998-0002,9/16/1998,9/18/1998,2,"Dam/Levy, break or release",NA,NA,20.4037,74.4164,1,214517.36,12,NA,50000,NA,NA,NA,DFO
UEI-DFO-FL-1998-0003,1/10/1998,10/20/1998,283,Heavy rain,NA,NA,16.1464,79.4042,1,194230.08,230,NA,80000,NA,NA,NA,DFO
UEI-DFO-FL-1999-0001,9/24/1999,9/29/1999,5,Torrential rain,NA,NA,23.3997,88.9474,1,168965.63,45,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-1999-0002,10/29/1999,12/11/1999,43,Tropical cyclone,NA,NA,21.1735,85.3527,2,191940.24,9803,NA,10000000,NA,NA,NA,DFO
UEI-DFO-FL-2000-0001,10/6/2000,6/16/2000,Diffing the dates,"Dam/Levy, break or release",NA,NA,27.4268,94.7981,2,55286.73,30,NA,50000,NA,NA,NA,DFO
UEI-DFO-FL-2000-0002,7/31/2000,4/8/2000,Diffing the dates,Torrential rain,NA,NA,31.806,77.6925,1,12415.81,140,NA,4000,NA,NA,NA,DFO
UEI-DFO-FL-2000-0003,2/8/2000,8/30/2000,204,Monsoonal rain,NA,NA,27.094,94.643,1,326457.88,637,NA,10504000,NA,NA,NA,DFO
UEI-DFO-FL-2000-0004,8/23/2000,8/31/2000,8,Torrential rain,NA,NA,17.1335,79.2098,2,129459.76,162,NA,3000000,NA,NA,NA,DFO
UEI-DFO-FL-2000-0005,8/29/2000,9/14/2000,16,Monsoonal rain,NA,NA,26.9607,80.4678,1,223178.01,578,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2000-0006,8/30/2000,1/9/2000,Diffing the dates,Heavy rain,NA,NA,19.9343,80.0385,1,36854.1,40,NA,5000,NA,NA,NA,DFO
UEI-DFO-FL-2000-0007,9/18/2000,10/21/2000,33,Monsoonal rain,NA,NA,24.0841,88.5453,2,155000.88,1468,NA,24000000,NA,NA,NA,DFO
UEI-DFO-FL-2000-0008,7/17/2000,7/30/2000,13,Monsoonal rain,NA,NA,15.811,74.5207,1,107052.9,140,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2001-0001,5/6/2001,6/22/2001,47,Monsoonal rain,NA,NA,24.4457,92.0058,1,17561.54,15,NA,800000,NA,NA,NA,DFO
UEI-DFO-FL-2001-0002,6/20/2001,6/21/2001,1,Monsoonal rain,NA,NA,22.8284,71.2868,1,38728.34,29,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2001-0003,4/7/2001,7/16/2001,100,Monsoonal rain,NA,NA,9.72651,76.423,1,4467.85,86,NA,40000,NA,NA,NA,DFO
UEI-DFO-FL-2001-0004,8/7/2001,10/8/2001,62,Monsoonal rain,NA,NA,21.0559,84.7987,2,105057.29,100,NA,2000000,NA,NA,NA,DFO
UEI-DFO-FL-2001-0005,7/16/2001,7/16/2001,0,Torrential rain,NA,NA,30.7738,79.8583,1,2458.01,26,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2001-0006,8/14/2001,8/15/2001,1,Heavy rain,NA,NA,32.6061,76.1481,1,3009.11,16,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2001-0007,8/20/2001,11/9/2001,81,Heavy rain,NA,NA,26.7556,83.0513,1,35442.06,65,NA,300000,NA,NA,NA,DFO
UEI-DFO-FL-2001-0008,7/9/2001,9/24/2001,77,Heavy rain,NA,NA,26.5321,84.87,1,30123.95,146,NA,30000,NA,NA,NA,DFO
UEI-DFO-FL-2001-0009,9/30/2001,2/10/2001,Diffing the dates,Torrential rain,NA,NA,16.746,79.1214,1,44526.51,12,NA,9000,NA,NA,NA,DFO
UEI-DFO-FL-2001-0010,10/16/2001,10/21/2001,5,Heavy rain,NA,NA,14.8405,79.054,1,87384.5,143,NA,50000,NA,NA,NA,DFO
UEI-DFO-FL-2002-0001,2/2/2002,5/2/2002,89,Heavy rain,NA,NA,10.4517,78.7843,1,35586.88,11,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2002-0002,6/16/2002,6/22/2002,6,Monsoonal rain,NA,NA,27.8034,95.3833,1,3790.23,0,NA,25000,NA,NA,NA,DFO
UEI-DFO-FL-2002-0003,6/25/2002,6/26/2002,1,"Dam/Levy, break or release",NA,NA,22.342,88.9351,1,41.7932,4,NA,11000,NA,NA,NA,DFO
UEI-DFO-FL-2002-0004,6/26/2002,3/7/2002,Diffing the dates,Monsoonal rain,NA,NA,20.8681,73.6623,1,170587.72,169,NA,28000,NA,NA,NA,DFO
UEI-DFO-FL-2002-0005,6/21/2002,8/28/2002,68,Monsoonal rain,NA,NA,25.8418,89.2696,1,276609.37,503,NA,15000000,NA,NA,NA,DFO
UEI-DFO-FL-2002-0006,11/8/2002,8/13/2002,Diffing the dates,Heavy rain,NA,NA,30.5622,78.5235,1,6762.02,33,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2002-0007,3/9/2002,6/9/2002,92,Monsoonal rain,NA,NA,21.5391,73.2201,1,78978.7,22,NA,5000,NA,NA,NA,DFO
UEI-DFO-FL-2002-0008,10/10/2002,10/16/2002,6,Monsoonal rain,NA,NA,11.8739,75.527,1,9745.41,11,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2002-0009,10/31/2002,4/11/2002,Diffing the dates,Heavy rain,NA,NA,10.9485,79.0643,1,22713.01,20,NA,300,NA,NA,NA,DFO
UEI-DFO-FL-2003-0001,6/21/2003,6/24/2003,3,Monsoonal rain,NA,NA,12.9158,74.9274,1,766.522,4,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2003-0002,6/20/2003,6/26/2003,6,Monsoonal rain,NA,NA,21.3961,73.44,1,37685.27,4,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2003-0003,7/29/2003,2/8/2003,Diffing the dates,Monsoonal rain,NA,NA,21.9811,73.9596,1,12776.68,2,NA,14000,NA,NA,NA,DFO
UEI-DFO-FL-2003-0004,7/29/2003,3/8/2003,Diffing the dates,Monsoonal rain,NA,NA,19.1881,79.2948,1.5,21087.65,2,NA,14000,NA,NA,NA,DFO
UEI-DFO-FL-2003-0005,8/27/2003,10/20/2003,54,Monsoonal rain,NA,NA,20.6258,85.8936,1,117883.62,67,NA,3000000,NA,NA,NA,DFO
UEI-DFO-FL-2004-0001,9/6/2004,11/6/2004,61,Monsoonal rain,NA,NA,12.1226,75.4747,1,8999.41,45,NA,1000,NA,NA,NA,DFO
UEI-DFO-FL-2004-0002,6/20/2004,7/10/2004,20,Monsoonal rain,NA,NA,25.4989,85.8918,2,1162598.06,3000,NA,40000000,NA,NA,NA,DFO
UEI-DFO-FL-2004-0003,1/8/2004,8/9/2004,214,Monsoonal rain,NA,NA,21.0247,73.7641,1,638379.86,210,NA,100000,NA,NA,NA,DFO
UEI-DFO-FL-2004-0004,7/10/2004,10/18/2004,100,Heavy rain,NA,NA,24.6862,89.4002,1,161739.65,210,NA,100000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0001,6/26/2005,6/29/2005,3,Heavy rain,NA,NA,31.6718,78.4423,1,6530.74,6,NA,5000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0002,6/28/2005,7/15/2005,17,Monsoonal rain,NA,NA,21.433,73.0739,2,73780.97,202,NA,500000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0003,6/29/2005,3/7/2005,Diffing the dates,Monsoonal rain,NA,NA,20.9765,86.4305,1,6802.76,1,NA,140000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0004,2/7/2005,7/15/2005,158,Monsoonal rain,NA,NA,24.1288,80.1999,1,55740.23,62,NA,49000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0005,7/7/2005,7/27/2005,20,Monsoonal rain,NA,NA,27.4363,87.0126,1,823461.88,40,NA,3000000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0006,7/24/2005,5/8/2005,Diffing the dates,Monsoonal rain,NA,NA,17.9836,73.435,1,35551.57,987,NA,160000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0007,7/23/2005,8/16/2005,24,Monsoonal rain,NA,NA,16.9772,79.9654,1,619197.82,126,NA,100000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0008,7/30/2005,3/8/2005,Diffing the dates,Monsoonal rain,NA,NA,20.9915,86.2759,1,11721.28,8,NA,344857,NA,NA,NA,DFO
UEI-DFO-FL-2005-0009,8/26/2005,8/30/2005,4,Heavy rain,NA,NA,25.886,83.2115,1,12677.59,21,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2005-0010,9/14/2005,9/30/2005,16,Heavy rain,NA,NA,21.1139,82.5389,1,374448.85,89,NA,550000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0011,9/16/2005,5/10/2005,Diffing the dates,Monsoonal rain,NA,NA,28.1973,79.3734,1,308728.72,23,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2005-0012,9/22/2005,11/10/2005,49,Heavy rain,NA,NA,21.7139,73.4733,1,53194.83,15,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2005-0013,10/21/2005,10/28/2005,7,Heavy rain,NA,NA,21.9409,87.9347,1,29111.38,13,NA,3000000,NA,NA,NA,DFO
UEI-DFO-FL-2005-0014,10/23/2005,9/12/2005,Diffing the dates,Monsoonal rain,NA,NA,11.7804,78.7317,1,131307.99,279,NA,300000,NA,NA,NA,DFO
UEI-DFO-FL-2006-0001,4/15/2006,4/18/2006,3,Heavy rain,NA,NA,17.4335,82.8115,1,190869.85,20,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2006-0002,5/31/2006,4/6/2006,Diffing the dates,Monsoonal rain,NA,NA,18.7332,75.2343,1,394010.74,41,NA,0,NA,NA,NA,DFO
UEI-DFO-FL-2006-0003,5/25/2006,2/6/2006,Diffing the dates,Monsoonal rain,NA,NA,10.5443,76.0498,2,42686.92,32,NA,10800,NA,NA,NA,DFO
UEI-DFO-FL-2006-0004,5/31/2006,7/24/2006,54,Monsoonal rain,NA,NA,26.5993,94.0245,1,185348.84,21,NA,600000,NA,NA,NA,DFO
UEI-DFO-FL-2006-0005,6/24/2006,3/8/2006,Diffing the dates,Monsoonal rain,NA,NA,25.6151,83.6713,1,506577.31,160,NA,0,NA,NA,NA,DFO
